Type,"Respond ID",Date,Time,Address,Zone,Rounds,"CAD ID",Beat,District,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Single Gunshot",661-59475,9/8/19,21:57:19,"200 blk Chester Ave, Bakersfield, CA 93301",BakersfieldCA,1,19-191072,BP226,Metro,35.35725,-119.018537,1,rooftop,200,"Chester Ave",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-59471,9/8/19,21:05:29,"800 blk E 3rd St, Bakersfield, CA 93307",BakersfieldCA,2,19-191047,BP322,Metro,35.359396,-118.99524,1,range_interpolation,800,"E 3rd St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-59469,9/8/19,20:56:18,"200 blk L St, Bakersfield, CA 93304",BakersfieldCA,1,19-191042,BP232,Metro,35.356805,-119.016514,1,range_interpolation,200,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-59244,9/5/19,22:41:38,"1300 blk Pacific St, Bakersfield, CA 93305",BakersfieldCA,1,188588,BP303,Metro,35.382136,-118.980713,1,rooftop,1300,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-59243,9/5/19,22:40:48,"1400 blk Haley St, Bakersfield, CA 93305",BakersfieldCA,1,188587,BP303,Metro,35.380635,-118.979857,1,range_interpolation,1400,"Haley St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-59219,9/5/19,18:42:31,"600 blk Chester Ave, Bakersfield, CA 93301",BakersfieldCA,1,19-188421,BP231,Metro,35.362897,-119.018643,1,rooftop,600,"Chester Ave",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Single Gunshot",661-59164,9/4/19,22:23:46,"900 blk Pacific St, Bakersfield, CA 93305",BakersfieldCA,1,19-187735,BP303,Metro,35.383557,-118.987172,1,range_interpolation,900,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-59158,9/4/19,20:23:57,"1100 blk Alta Vista Dr, Bakersfield, CA 93305",BakersfieldCA,1,19-187653,BP300,Metro,35.381577,-118.998186,1,rooftop,1100,"Alta Vista Dr",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-59137,9/4/19,3:41:13,"300 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,1,19-187018,BP301,Metro,35.380542,-118.998056,1,rooftop,300,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-59119,9/3/19,19:39:42,"600 blk P St, Bakersfield, CA 93304",BakersfieldCA,1,19-186832,BP234,Metro,35.362533,-119.011833,1,range_interpolation,600,"P St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-58972,9/1/19,5:03:08,"800 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,1,19-184866,BP304,Metro,35.378641,-118.990384,1,rooftop,800,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-58851,8/30/19,23:24:57,"10 blk Augusta St, Bakersfield, CA 93307",BakersfieldCA,1,19-183903,BP327,Metro,35.354615,-118.992228,1,rooftop,10,"Augusta St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-58832,8/30/19,18:16:18,"300 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,7,19-183709,BP300,Metro,35.382614,-118.997605,1,range_interpolation,300,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-58811,8/30/19,3:19:35,"1000 blk Kern St, Bakersfield, CA 93305",BakersfieldCA,10,19-183164,BP321,Metro,35.379377,-118.993728,1,range_interpolation,1000,"Kern St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-58809,8/30/19,1:23:19,"400 blk E 3rd St, Bakersfield, CA 93307",BakersfieldCA,1,19-183114,BP322,Metro,35.35937,-119.000299,1,range_interpolation,400,"E 3rd St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-58510,8/25/19,0:16:01,"400 blk 4th St, Bakersfield, CA 93304",BakersfieldCA,1,19-179108,BP235,Metro,35.361002,-119.006299,1,rooftop,400,"4th St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-58200,8/21/19,2:57:22,"1400 blk 9th St, Bakersfield, CA 93304",BakersfieldCA,3,19-175851,BP231,Metro,35.365409,-119.017638,1,range_interpolation,1400,"9th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-58102,8/20/19,19:17:37,"1400 blk Lake St, Bakersfield, CA 93305",BakersfieldCA,5,19-175625,BP306,Metro,35.377399,-118.980737,1,rooftop,1400,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-58032,8/20/19,0:07:04,"500 blk Union Ave, Bakersfield, CA 93307",BakersfieldCA,1,19-174946,BP234,Metro,35.362045,-119.002812,1,range_interpolation,500,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-58029,8/19/19,22:49:34,"1100 blk Union Ave, Bakersfield, CA 93304",BakersfieldCA,1,19-174917,BP234,Metro,35.36804,-119.002051,1,rooftop,1100,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-57964,8/18/19,18:03:41,"1000 blk Owens St, Bakersfield, CA 93305",BakersfieldCA,1,19-173965,BP304,Metro,35.377895,-118.987541,1,range_interpolation,1000,"Owens St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-57911,8/18/19,1:54:33,"1100 blk Lake St, Bakersfield, CA 93305",BakersfieldCA,6,19-173554,BP304,Metro,35.37866,-118.985593,1,range_interpolation,1100,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-57873,8/17/19,21:50:41,"800 blk R St, Bakersfield, CA 93304",BakersfieldCA,1,19-173387,BP234,Metro,35.364424,-119.009509,1,range_interpolation,800,"R St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-57857,8/17/19,20:19:18,"800 blk P St, Bakersfield, CA 93304",BakersfieldCA,1,173306,BP234,Metro,35.364762,-119.011516,1,rooftop,800,"P St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-57850,8/17/19,18:33:08,"800 blk M St, Bakersfield, CA 93304",BakersfieldCA,1,19-173245,BP231,Metro,35.364446,-119.015297,1,range_interpolation,800,"M St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-57430,8/12/19,4:04:28,"700 blk 8th St, Bakersfield, CA 93304",BakersfieldCA,6,19-168712,BP234,Metro,35.364424,-119.009509,1,range_interpolation,700,"8th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-57322,8/11/19,3:37:31,"800 blk 6th St, Bakersfield, CA 93304",BakersfieldCA,4,19-168026,BP234,Metro,35.362959,-119.010837,1,rooftop,800,"6th St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-57317,8/11/19,2:02:11,"1200 blk E Truxtun Ave, Bakersfield, CA 93305",BakersfieldCA,6,19-167993,BP304,Metro,35.373539,-118.98528,1,rooftop,1200,"E Truxtun Ave",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-56984,8/6/19,2:22:33,"300 blk Chester Ave, Bakersfield, CA 93301",BakersfieldCA,2,2019-163870,BP226,Metro,35.359057,-119.018603,1,rooftop,300,"Chester Ave",,,Bakersfield,CA,"Kern County",93301,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-56930,8/4/19,22:59:44,"400 blk E 19th St, Bakersfield, CA 93305",BakersfieldCA,1,19-163006,BP301,Metro,35.376103,-118.997961,1,rooftop,400,"E 19th St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-56894,8/4/19,2:42:47,"100 blk E 8th St, Bakersfield, CA 93307",BakersfieldCA,6,19-162415,BP321,Metro,35.364451,-119.002952,1,range_interpolation,100,"E 8th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-56878,8/4/19,0:49:07,"800 blk E Brundage Ln, Bakersfield, CA 93307",BakersfieldCA,4,19-162363,BP327,Metro,35.354213,-118.993832,1,rooftop,800,"E Brundage Ln",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-56803,8/3/19,1:36:27,"300 blk Whitlock St, Bakersfield, CA 93307",BakersfieldCA,1,19-161576,BP322,Metro,35.359396,-118.99524,1,range_interpolation,300,"Whitlock St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-56761,8/2/19,21:20:54,"100 blk Clifton St, Bakersfield, CA 93307",BakersfieldCA,1,19-161422,BP327,Metro,35.355956,-118.986686,1,rooftop,100,"Clifton St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-56619,8/1/19,2:19:11,"1000 blk E California Ave, Bakersfield, CA 93307",BakersfieldCA,1,19-160002,BP326,Metro,35.368741,-118.990534,1,rooftop,1000,"E California Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-56568,7/31/19,23:06:43,"600 blk N St, Bakersfield, CA 93304",BakersfieldCA,3,19-159929,BP231,Metro,35.362818,-119.014002,1,rooftop,600,"N St",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Probable Gunfire",661-56371,7/29/19,0:18:52,"800 blk Lake St, Bakersfield, CA 93305",BakersfieldCA,1,19-157633,BP304,Metro,35.379771,-118.990231,1,range_interpolation,800,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-56335,7/28/19,7:57:35,"1300 blk Flower St, Bakersfield, CA 93305",BakersfieldCA,2,county,,,35.384104,-118.979989,1,rooftop,1300,"Flower St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-56309,7/27/19,23:59:26,"600 blk Quincy St, Bakersfield, CA 93305",BakersfieldCA,1,19-156915,BP413,Hill,35.385703,-118.991145,1,rooftop,600,"Quincy St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-56243,7/27/19,19:14:51,"1200 blk Potomac Ave, Bakersfield, CA 93307",BakersfieldCA,4,19-156693,BP326,Metro,35.36499,-118.989911,0.9,range_interpolation,1200,"E Potomac Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-56118,7/25/19,21:46:58,"300 blk Texas St, Bakersfield, CA 93307",BakersfieldCA,1,19-155345,BP322,Metro,35.357657,-119.001877,1,range_interpolation,300,"Texas St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-55998,7/24/19,1:04:47,"1100 blk Pacific St, Bakersfield, CA 93305",BakersfieldCA,2,19-153826,BP303,Metro,35.382792,-118.983791,1,rooftop,1100,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-55794,7/22/19,0:19:37,"1200 blk 2nd St,  Bakersfield,  CA 93304",BakersfieldCA,1,19-152207,BP232,Metro,35.357189,-119.015459,1,rooftop,1200,"2nd St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-55758,7/21/19,18:43:06,"400 blk Lake St,  Bakersfield,  CA 93305",BakersfieldCA,3,19-152027,BP300,Metro,35.381249,-118.996402,1,range_interpolation,400,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-55741,7/21/19,2:35:11,"1300 blk Robinson St,  Bakersfield,  CA 93305",BakersfieldCA,1,19-151590,BP303,Metro,35.380321,-118.983323,1,range_interpolation,1300,"Robinson St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-55641,7/20/19,18:09:39,"1100 blk Lake St,  Bakersfield,  CA 93305",BakersfieldCA,6,19-151227,BP304,Metro,35.37866,-118.985593,1,range_interpolation,1100,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-55563,7/19/19,22:24:35,"300 blk Clyde St,  Bakersfield,  CA 93307",BakersfieldCA,7,19-150702,BP327,Metro,35.359545,-118.98747,1,range_interpolation,300,"Clyde St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-55356,7/17/19,23:24:39,"10 blk Monterey St,  Bakersfield,  CA 93305",BakersfieldCA,5,19-149134,BP300,Metro,35.38307,-119.002115,1,rooftop,10,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-55299,7/17/19,2:14:07,"1200 blk Alta Vista Dr,  Bakersfield,  CA 93305",BakersfieldCA,1,19-148357,BP300,Metro,35.382614,-118.997605,1,range_interpolation,1200,"Alta Vista Dr",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-55141,7/15/19,20:59:31,"1100 blk 1/2 Brundage Ln,  Bakersfield,  CA 93304",BakersfieldCA,1,19-147363,BP182,Valley,35.35414,-119.014624,1,rooftop,1100,"Brundage Ln",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-55036,7/14/19,21:45:37,"1000 blk Lincoln St,  Bakersfield,  CA 93305",BakersfieldCA,6,19-146577,BP303,Metro,35.386282,-118.984313,1,range_interpolation,1000,"Lincoln St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-54940,7/14/19,3:55:07,"1500 blk E 11th St,  Bakersfield,  CA 93307",BakersfieldCA,1,19-146028,BP326,Metro,35.3677,-118.987755,1,range_interpolation,1500,"E 11th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-54686,7/12/19,23:39:10,"200 blk Clyde St,  Bakersfield,  CA 93307",BakersfieldCA,5,19-145031,BP327,Metro,35.357726,-118.987721,1,rooftop,200,"Clyde St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-54577,7/12/19,4:12:09,"200 blk E 6th St,  Bakersfield,  CA 93307",BakersfieldCA,5,19-144349,BP321,Metro,35.36272,-119.00072,1,range_interpolation,200,"E 6th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-54438,7/11/19,2:49:18,"300 blk S King St,  Bakersfield,  CA 93307",BakersfieldCA,1,19.143544,BP321,Metro,35.359505,-118.994115,1,range_interpolation,300,"S King St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-54437,7/11/19,2:42:56,"1100 blk Union Ave,  Bakersfield,  CA 93307",BakersfieldCA,1,19-143542,BP234,Metro,35.36804,-119.002051,1,rooftop,1100,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-54392,7/10/19,22:47:07,"300 blk Wilkins St,  Bakersfield,  CA 93307",BakersfieldCA,1,19-143467,BP322,Metro,35.355934,-119.001331,1,rooftop,300,"Wilkins St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-54391,7/10/19,22:43:28,"300 blk Wilkins St,  Bakersfield,  CA 93307",BakersfieldCA,2,19-143467,BP322,Metro,35.355934,-119.001331,1,rooftop,300,"Wilkins St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-53998,7/8/19,21:32:11,"800 blk Niles St,  Bakersfield,  CA 93305",BakersfieldCA,2,19-141687,BP303,Metro,35.382054,-118.989184,1,rooftop,800,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-53428,7/6/19,22:18:50,"30 blk S King St,  Bakersfield,  CA 93307",BakersfieldCA,5,19-140281,BP327,Metro,35.355068,-118.993982,1,range_interpolation,30,"S King St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-53172,7/6/19,0:33:07,"400 blk Eye St,  Bakersfield,  CA 93304",BakersfieldCA,2,19-139601,BP225,Metro,35.360981,-119.019763,1,rooftop,400,"Eye St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-52494,7/5/19,1:42:59,"1500 blk Niles St,  Bakersfield,  CA 93305",BakersfieldCA,11,19-138875,BP306,Metro,35.379208,-118.978356,1,rooftop,1500,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-48930,7/1/19,1:55:28,"300 blk Bill Ave,  Bakersfield,  CA 93304",BakersfieldCA,7,19-135853,BP235,Metro,35.360038,-119.005307,1,rooftop,300,"Bill Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-48498,6/30/19,2:40:58,"200 blk V St,  Bakersfield,  CA 93304",BakersfieldCA,5,19-135211,BP235,Metro,35.357596,-119.004916,1,range_interpolation,200,"V St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-48473,6/30/19,0:55:09,"200 blk Clyde St,  Bakersfield,  CA 93307",BakersfieldCA,3,19-135143,BP327,Metro,35.357726,-118.987721,1,rooftop,200,"Clyde St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-47916,6/29/19,0:04:13,"400 blk 1st St,  Bakersfield,  CA 93304",BakersfieldCA,1,19-134300,BP235,Metro,35.3549,-119.00644,1,range_interpolation,400,"1st St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-47912,6/28/19,23:51:24,"500 blk Chester Ave,  Bakersfield,  CA 93301",BakersfieldCA,10,19-134293,BP231,Metro,35.361959,-119.018486,1,rooftop,500,"Chester Ave",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Multiple Gunshots",661-47730,6/28/19,17:49:02,"1300 blk Dolores St,  Bakersfield,  CA 93305",BakersfieldCA,9,19-134029,BP325,Metro,35.369609,-118.985179,1,rooftop,1300,"Dolores St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-47553,6/27/19,4:10:43,"600 blk L St,  Bakersfield,  CA 93304",BakersfieldCA,3,19-132861,BP231,Metro,35.362536,-119.016504,1,range_interpolation,600,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-47554,6/27/19,4:10:33,"600 blk L St,  Bakersfield,  CA 93304",BakersfieldCA,8,19-132861,BP231,Metro,35.362536,-119.016504,1,range_interpolation,600,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-47542,6/27/19,1:10:01,"200 blk 4th St,  Bakersfield,  CA 93304",BakersfieldCA,1,19-132820,BP234,Metro,35.360899,-119.003866,1,range_interpolation,200,"4th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-47541,6/27/19,0:41:33,"300 blk T St,  Bakersfield,  CA 93304",BakersfieldCA,3,19-132811,BP235,Metro,35.359022,-119.006653,1,rooftop,300,"T St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-47540,6/27/19,0:41:14,"400 blk T St,  Bakersfield,  CA 93304",BakersfieldCA,5,19-132811,BP234,Metro,35.360968,-119.007063,1,rooftop,400,"T St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-47216,6/25/19,0:05:04,"600 blk Brundage Ln,  Bakersfield,  CA 93304",BakersfieldCA,1,19-131368,BP236,Valley,35.354128,-119.008863,1,rooftop,600,"Brundage Ln",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-47201,6/24/19,22:35:10,"1500 blk Haley St,  Bakersfield,  CA 93305",BakersfieldCA,1,19-131332,BP303,Metro,35.381689,-118.97948,1,range_interpolation,1500,"Haley St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-47008,6/23/19,20:56:30,"800 blk Pershing St,  Bakersfield,  CA 93304",BakersfieldCA,16,19-130512,BP234,Metro,35.365046,-119.004088,1,rooftop,800,"Pershing St",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Probable Gunfire",661-46925,6/23/19,3:21:01,"400 blk Niles St,  Bakersfield,  CA 93305",BakersfieldCA,13,19-130030,BP303,Metro,35.383209,-118.995405,1,rooftop,400,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
