Type,"Respond ID",Date,Time,Address,Zone,Rounds,"CAD ID",Beat,District,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Multiple Gunshots",661-30350,12/31/18,23:03:09,"1000 blk Niles St, Bakersfield, CA",BakersfieldCA,12,18-273320,BP303,Metro,35.381012,-118.986058,1,rooftop,1000,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-30339,12/31/18,23:01:38,"400 blk Owens St, Bakersfield, CA",BakersfieldCA,11,18-273319,BP325,Metro,35.37067,-118.990126,1,range_interpolation,400,"Owens St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-30326,12/31/18,22:57:02,"200 blk Rodman St, Bakersfield, CA",BakersfieldCA,3,18-273316,BP322,Metro,35.357652,-118.998273,1,rooftop,200,"Rodman St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-30197,12/31/18,22:10:46,"200 blk L St, Bakersfield, CA",BakersfieldCA,4,18-273292,BP232,Metro,35.356805,-119.016514,1,range_interpolation,200,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-30154,12/31/18,21:57:50,"800 blk S Baker St, Bakersfield, CA",BakersfieldCA,6,18-273273,BP321,Metro,35.505077,-119.264583,0.85,nearest_rooftop_match,812,"Blake St",,,Shafter,CA,"Kern County",93263,US,"Kern (Kern County)"
"Multiple Gunshots",661-30153,12/31/18,21:57:49,"800 blk S Baker St, Bakersfield, CA",BakersfieldCA,6,18-273273,BP321,Metro,35.505077,-119.264583,0.85,nearest_rooftop_match,812,"Blake St",,,Shafter,CA,"Kern County",93263,US,"Kern (Kern County)"
"Multiple Gunshots",661-30123,12/31/18,21:44:01,"1100 blk Dolores St, Bakersfield, CA",BakersfieldCA,4,273254,BP325,Metro,35.370347,-118.988271,1,rooftop,1100,"Dolores St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-30111,12/31/18,21:42:28,"1200 blk Monterey St, Bakersfield, CA",BakersfieldCA,18,273252,BP304,Metro,35.379265,-118.9837,1,range_interpolation,1200,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-30104,12/31/18,21:36:16,"1100 blk Robinson St, Bakersfield, CA",BakersfieldCA,7,273252,BP304,Metro,35.378283,-118.984267,1,rooftop,1100,"Robinson St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-30103,12/31/18,21:36:09,"1100 blk Robinson St, Bakersfield, CA",BakersfieldCA,1,273252,BP304,Metro,35.378283,-118.984267,1,rooftop,1100,"Robinson St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-30054,12/31/18,21:08:16,"1200 blk 3rd St, Bakersfield, CA",BakersfieldCA,6,273225,BP232,Metro,35.359021,-119.015134,1,range_interpolation,1200,"3rd St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-30050,12/31/18,21:07:07,"1200 blk 3rd St, Bakersfield, CA",BakersfieldCA,3,273225,BP232,Metro,35.359021,-119.015134,1,range_interpolation,1200,"3rd St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-29921,12/31/18,19:41:53,"1400 blk Niles St, Bakersfield, CA",BakersfieldCA,3,18-273146,BP306,Metro,35.379612,-118.979944,1,rooftop,1400,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-29891,12/31/18,19:19:24,"110 Northrup St, Bakersfield, CA",BakersfieldCA,9,2018-273123,BP327,Metro,35.355939,-118.989844,1,range_interpolation,110,"Northrup St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-29890,12/31/18,19:19:04,"110 Northrup St, Bakersfield, CA",BakersfieldCA,10,2018-273123,BP327,Metro,35.355939,-118.989844,1,range_interpolation,110,"Northrup St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-29619,12/30/18,1:48:19,"1100 blk Oregon St, Bakersfield, CA",BakersfieldCA,2,18-272083,BP303,Metro,35.381715,-118.984218,1,rooftop,1100,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-29483,12/29/18,1:16:50,"1300 blk Dolores St, Bakersfield, CA",BakersfieldCA,2,"18-271416 ",BP325,Metro,35.369609,-118.985179,1,rooftop,1300,"Dolores St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-29477,12/29/18,0:40:03,"600 blk Kentucky St, Bakersfield, CA",BakersfieldCA,2,18-271400,BP301,Metro,35.379349,-118.993472,1,rooftop,600,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-29475,12/29/18,0:39:57,"700 blk Lake St, Bakersfield, CA",BakersfieldCA,4,18-271400,BP304,Metro,35.380062,-118.991805,1,range_interpolation,700,"Lake St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-29476,12/29/18,0:39:56,"600 blk Kentucky St, Bakersfield, CA",BakersfieldCA,3,18-271400,BP301,Metro,35.379349,-118.993472,1,rooftop,600,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-29474,12/29/18,0:39:52,"600 blk Jackson St, Bakersfield, CA",BakersfieldCA,6,18-271400,BP301,Metro,35.378322,-118.994104,1,range_interpolation,600,"Jackson St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-29473,12/29/18,0:39:43,"600 blk Jackson St, Bakersfield, CA",BakersfieldCA,4,18-271400,BP301,Metro,35.378322,-118.994104,1,range_interpolation,600,"Jackson St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-29472,12/29/18,0:38:49,"900 blk Baker St, Bakersfield, CA",BakersfieldCA,2,18-271400,BP301,Metro,35.377951,-118.992558,1,range_interpolation,900,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-29471,12/29/18,0:38:47,"900 blk Baker St, Bakersfield, CA",BakersfieldCA,3,18-271400,BP304,Metro,35.377951,-118.992558,1,range_interpolation,900,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-29470,12/29/18,0:38:47,"600 blk Jackson St, Bakersfield, CA",BakersfieldCA,3,18-271400,BP301,Metro,35.378322,-118.994104,1,range_interpolation,600,"Jackson St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-29427,12/28/18,21:13:44,"900 blk K St, Bakersfield, CA",BakersfieldCA,1,18-271294,BP231,Metro,35.365754,-119.017488,1,rooftop,900,"K St",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Multiple Gunshots",661-29144,12/25/18,23:27:30,"1200 blk Texas St, Bakersfield, CA",BakersfieldCA,6,18-269436,BP327,Metro,35.357762,-118.989507,1,rooftop,1200,"Texas St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-29143,12/25/18,23:22:32,"200 blk Whitlock St, Bakersfield, CA",BakersfieldCA,1,18-269431,BP322,Metro,35.357667,-118.99538,1,rooftop,200,"Whitlock St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-29132,12/25/18,21:46:49,"400 blk Dr Martin Luther King Jr Blvd, Bakersfield, CA",BakersfieldCA,3,18-269393,BP331,Metro,35.361502,-118.985509,1,rooftop,400,"Martin Luther King Jr Blvd",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-29001,12/25/18,0:14:18,"400 blk Dr Martin Luther King Jr Blvd, Bakersfield, CA",BakersfieldCA,6,18-268984,BP331,Metro,35.361502,-118.985509,1,rooftop,400,"Martin Luther King Jr Blvd",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-28746,12/23/18,22:42:47,"500 blk V St, Bakersfield, CA",BakersfieldCA,1,18-268262,BP234,Metro,35.361827,-119.004932,1,rooftop,500,"V St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-28742,12/23/18,22:01:54,"900 blk Tulare St, Bakersfield, CA",BakersfieldCA,1,18-268246,BP301,Metro,35.378738,-118.995917,1,rooftop,900,"Tulare St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-28626,12/22/18,22:45:16,"800 blk Miller St, Bakersfield, CA",BakersfieldCA,5,18-267628,BP304,Metro,35.373778,-118.983983,1,range_interpolation,800,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-28571,12/22/18,8:29:42,"600 blk E 4th St, Bakersfield, CA",BakersfieldCA,5,2018-267139,BP321,Metro,35.360961,-118.99792,1,rooftop,600,"E 4th St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-28501,12/21/18,3:24:15,"1400 blk 1/2 Monterey St, Bakersfield, CA",BakersfieldCA,1,18-266303,BP306,Metro,35.378583,-118.980282,1,rooftop,1400,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-28392,12/20/18,1:35:11,"30 blk N St, Bakersfield, CA",BakersfieldCA,1,18-265524,BP232,Metro,35.355014,-119.013758,1,rooftop,30,"N St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-28391,12/20/18,1:25:53,"500 blk Union Ave, Bakersfield, CA",BakersfieldCA,3,18-265522,BP321,Metro,35.362045,-119.002812,1,range_interpolation,500,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-28390,12/20/18,1:25:38,"1000 blk Pacific St, Bakersfield, CA",BakersfieldCA,1,18-265523,BP303,Metro,35.383235,-118.98531,1,rooftop,1000,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-28195,12/17/18,20:33:36,"300 blk Dr Martin Luther King Jr Blvd, Bakersfield, CA",BakersfieldCA,4,18-263872,BP327,Metro,35.351024,-118.985705,0.9,rooftop,300,"S Martin Luther King Jr Blvd",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-28186,12/17/18,16:24:41,"600 blk E 4th St, Bakersfield, CA",BakersfieldCA,7,18-263734,BP322,Metro,35.360961,-118.99792,1,rooftop,600,"E 4th St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-28129,12/16/18,20:55:45,"1600 blk Virginia Ave, Bakersfield, CA",BakersfieldCA,2,18-263197,BP331,Metro,35.361374,-118.985251,1,range_interpolation,1600,"Virginia Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-28115,12/16/18,18:52:50,"1000 blk Dolores St, Bakersfield, CA",BakersfieldCA,5,18-263139,BP325,Metro,35.37067,-118.990126,1,range_interpolation,1000,"Dolores St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-28064,12/16/18,2:27:48,"1500 blk Pacific St, Bakersfield, CA",BakersfieldCA,6,18-262714,BP305,Metro,35.381346,-118.977664,1,rooftop,1500,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-28038,12/15/18,22:28:22,"1100 blk L St, Bakersfield, CA",BakersfieldCA,15,18-262596,BP231,Metro,35.367303,-119.01646,1,range_interpolation,1100,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-27748,12/12/18,22:52:06,"1100 blk Pacific St, Bakersfield, CA",BakersfieldCA,4,18-260480,BP303,Metro,35.382792,-118.983791,1,rooftop,1100,"Pacific St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-27562,12/10/18,20:04:01,"10 blk Beale Ave, Bakersfield, CA",BakersfieldCA,1,258921,BP304,Metro,35.410743,-119.021791,0.71,nearest_rooftop_match,104,"Belle Ave",,,Bakersfield,CA,"Kern County",93308,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-27561,12/10/18,20:03:50,"10 blk Beale Ave, Bakersfield, CA",BakersfieldCA,3,18-258921,BP304,Metro,35.410743,-119.021791,0.71,nearest_rooftop_match,104,"Belle Ave",,,Bakersfield,CA,"Kern County",93308,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-27210,12/7/18,10:24:33,"1400 blk Gage St, Bakersfield, CA",BakersfieldCA,3,18-256629,BP303,Metro,35.381746,-118.984492,1,range_interpolation,1400,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-27177,12/6/18,21:32:49,"1200 blk Niles St, Bakersfield, CA",BakersfieldCA,1,18-256367,BP303,Metro,35.380387,-118.983013,1,rooftop,1200,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-26734,12/3/18,6:23:49,"300 blk T St, Bakersfield, CA",BakersfieldCA,3,18-253733,BP235,Metro,35.359022,-119.006653,1,rooftop,300,"T St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-26735,12/3/18,6:23:49,"300 blk T St, Bakersfield, CA",BakersfieldCA,5,253733,BP235,Metro,35.359022,-119.006653,1,rooftop,300,"T St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-26718,12/3/18,1:18:10,"200 blk Monterey St, Bakersfield, CA",BakersfieldCA,1,18-253687,BP300,Metro,35.383003,-118.999229,1,range_interpolation,200,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-26717,12/3/18,1:16:51,"1100 blk Inyo St, Bakersfield, CA",BakersfieldCA,1,18-253687,BP300,Metro,35.381226,-118.99672,1,rooftop,1100,"Inyo St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-26708,12/2/18,22:17:03,"900 blk Sacramento St, Bakersfield, CA",BakersfieldCA,9,18-253617,BP301,Metro,35.380015,-119.000394,1,rooftop,900,"Sacramento St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-26707,12/2/18,22:15:24,"1200 blk E 21st St, Bakersfield, CA",BakersfieldCA,10,18-253616,BP304,Metro,35.373633,-118.985445,1,rooftop,1200,"E 21st St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-26706,12/2/18,22:15:24,"1200 blk E 21st St, Bakersfield, CA",BakersfieldCA,10,18-253616,BP304,Metro,35.373633,-118.985445,1,rooftop,1200,"E 21st St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-26274,11/26/18,21:20:05,"100 blk Donna Ave, Bakersfield, CA",BakersfieldCA,10,18-249468,BP235,Metro,35.355253,-119.007201,1,rooftop,100,"Donna Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-26273,11/26/18,21:20:05,"100 blk Donna Ave, Bakersfield, CA",BakersfieldCA,10,18-249468,BP235,Metro,35.355253,-119.007201,1,rooftop,100,"Donna Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-26221,11/26/18,3:34:46,"400 blk E 9th St, Bakersfield, CA",BakersfieldCA,5,18-248836,BP321,Metro,35.365714,-118.999406,1,range_interpolation,400,"E 9th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-26157,11/25/18,5:53:43,"1300 blk Owens St, Bakersfield, CA",BakersfieldCA,1,18-248263,BP303,Metro,35.381061,-118.986412,1,range_interpolation,1300,"Owens St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-26156,11/25/18,5:52:05,"1000 blk Oregon St, Bakersfield, CA",BakersfieldCA,3,18-248263,BP303,Metro,35.382398,-118.985709,1,rooftop,1000,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-25995,11/23/18,23:35:22,"1000 blk M St, Bakersfield, CA",BakersfieldCA,2,18-247386,BP231,Metro,35.366343,-119.015292,1,range_interpolation,1000,"M St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-25864,11/22/18,23:40:11,"1200 blk Gage St, Bakersfield, CA",BakersfieldCA,1,18-246726,BP304,Metro,35.379636,-118.985246,1,range_interpolation,1200,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-25732,11/22/18,0:50:24,"500 blk Oregon St, Bakersfield, CA",BakersfieldCA,1,18-246190,BP303,Metro,35.383809,-118.993106,1,range_interpolation,500,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-25623,11/21/18,0:19:13,"1300 blk E 10th St, Bakersfield, CA",BakersfieldCA,13,18-245420,BP326,Metro,35.366729,-118.99085,1,range_interpolation,1300,"E 10th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-25543,11/19/18,18:57:04,"400 blk Monterey St, Bakersfield, CA",BakersfieldCA,1,18-244625,BP300,Metro,35.382169,-118.995823,1,rooftop,400,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-25428,11/18/18,2:45:43,"1300 blk 2nd St, Bakersfield, CA",BakersfieldCA,1,18-243508,BP232,Metro,35.356805,-119.016514,1,range_interpolation,1300,"2nd St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-25426,11/18/18,2:44:47,"100 blk K St, Bakersfield, CA",BakersfieldCA,11,18-243508,BP232,Metro,35.355905,-119.01772,1,range_interpolation,100,"K St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-25423,11/18/18,1:56:05,"1200 blk S Baker St, Bakersfield, CA",BakersfieldCA,5,18-243491,BP321,Metro,35.389845,-119.182588,0.6,street_center,,"Blake Island Ct",,,Bakersfield,CA,"Kern County",93314,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-25125,11/15/18,21:03:29,"800 blk S Owens St, Bakersfield, CA",BakersfieldCA,1,18-241948,BP326,Metro,35.505077,-119.264583,0.85,nearest_rooftop_match,812,"Blake St",,,Shafter,CA,"Kern County",93263,US,"Kern (Kern County)"
"Probable Gunfire",661-25084,11/15/18,5:03:34,"800 blk Lincoln St, Bakersfield, CA",BakersfieldCA,1,18-241438,BP413,Hill,35.387075,-118.987622,1,range_interpolation,800,"Lincoln St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-24912,11/12/18,18:57:13,"800 blk S Tulare St, Bakersfield, CA",BakersfieldCA,4,18-239822,BP321,Metro,35.505077,-119.264583,0.85,nearest_rooftop_match,812,"Blake St",,,Shafter,CA,"Kern County",93263,US,"Kern (Kern County)"
"Multiple Gunshots",661-24911,11/12/18,18:54:34,"800 blk S Tulare St, Bakersfield, CA",BakersfieldCA,6,18-239822,BP321,Metro,35.505077,-119.264583,0.85,nearest_rooftop_match,812,"Blake St",,,Shafter,CA,"Kern County",93263,US,"Kern (Kern County)"
"Single Gunshot",661-24854,11/12/18,0:57:23,"100 blk E 8th St, Bakersfield, CA",BakersfieldCA,1,18-239382,BP321,Metro,35.364451,-119.002952,1,range_interpolation,100,"E 8th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-24827,11/11/18,20:14:51,"300 blk E 21st St , Bakersfield, CA",BakersfieldCA,5,18-239274,,,35.377525,-118.999108,1,rooftop,300,"E 21st St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-24732,11/10/18,23:29:09,"400 blk Oregon St, Bakersfield, CA",BakersfieldCA,2,18-238779,BP413,Hill,35.384331,-118.99529,1,range_interpolation,400,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-24731,11/10/18,23:29:09,"400 blk Oregon St, Bakersfield, CA",BakersfieldCA,2,,BP413,Hill,35.384331,-118.99529,1,range_interpolation,400,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-24730,11/10/18,23:29:03,"600 blk Quincy St, Bakersfield, CA",BakersfieldCA,4,,BP413,Hill,35.385703,-118.991145,1,rooftop,600,"Quincy St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-24717,11/10/18,22:15:54,"700 blk Brundage Ln, Bakersfield, CA",BakersfieldCA,1,18-238724,BP235,Metro,35.353737,-119.009603,1,range_interpolation,700,"Brundage Ln",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-24543,11/9/18,9:34:43,"700 blk Niles St, Bakersfield, CA",BakersfieldCA,1,18-237572,BP304,Metro,35.382204,-118.990613,1,rooftop,700,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-24272,11/6/18,20:27:51,"1000 blk Beale Ave, Bakersfield, CA",BakersfieldCA,2,2018-235831,BP304,Metro,35.378265,-118.989083,1,range_interpolation,1000,"Beale Ave",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-24209,11/5/18,23:49:24,"700 blk Niles St, Bakersfield, CA",BakersfieldCA,1,18-235182,BP304,Metro,35.382204,-118.990613,1,rooftop,700,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-24197,11/5/18,22:07:43,"300 blk Monterey St, Bakersfield, CA",BakersfieldCA,1,18-235142,BP300,Metro,35.382614,-118.997605,1,range_interpolation,300,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-24186,11/5/18,21:17:51,"300 blk Baker St, Bakersfield, CA",BakersfieldCA,3,18-235106,BP320,Metro,35.370908,-118.995409,1,rooftop,300,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-24028,11/4/18,12:20:48,"900 blk Baker St, Bakersfield, CA",BakersfieldCA,2,2018-234057,BP304,Metro,35.377951,-118.992558,1,range_interpolation,900,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-24008,11/4/18,7:14:33,"200 blk Donna Ave, Bakersfield, CA",BakersfieldCA,7,18-233888,BP235,Metro,35.357161,-119.006715,1,rooftop,200,"Donna Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-23986,11/4/18,2:17:08,"1400 blk E 9th St, Bakersfield, CA",BakersfieldCA,9,18-233833,BP326,Metro,35.365987,-118.987373,1,rooftop,1400,"E 9th St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-23975,11/4/18,1:29:50,"10 blk Monterey St, Bakersfield, CA",BakersfieldCA,1,18-233784,BP300,Metro,35.38307,-119.002115,1,rooftop,10,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-23757,11/2/18,20:44:23,"400 blk E 10th St, Bakersfield, CA",BakersfieldCA,7,18-232904,BP321,Metro,35.366666,-118.999402,1,range_interpolation,400,"E 10th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-23536,10/31/18,23:43:05,"200 blk 9th St, Bakersfield, CA",BakersfieldCA,1,18-231533,BP234,Metro,35.365171,-119.004256,1,range_interpolation,200,"9th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-23323,10/29/18,4:10:19,"1500 blk Niles St, Bakersfield, CA",BakersfieldCA,1,18-229367,BP305,Metro,35.379208,-118.978356,1,rooftop,1500,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-23189,10/28/18,1:54:41,"800 blk Union Ave, Bakersfield, CA",BakersfieldCA,1,18-228703,BP321,Metro,35.364471,-119.00255,1,rooftop,800,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-22937,10/25/18,20:57:37,"200 blk Tyree Toliver St, Bakersfield, CA",BakersfieldCA,11,18-227018,BP327,Metro,35.357729,-118.988274,0.9,nearest_rooftop_match,201,"Tyree Toliver St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-22786,10/24/18,1:22:52,"700 blk Gage St, Bakersfield, CA",BakersfieldCA,1,225587,BP304,Metro,35.373464,-118.987451,1,range_interpolation,700,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-22613,10/21/18,23:48:20,"900 blk Niles St, Bakersfield, CA",BakersfieldCA,1,18-224048,BP303,Metro,35.381401,-118.987611,1,rooftop,900,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
