address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2134 Road 20",Richmond,CA,37.962951,-122.346979,0.7,rooftop,2134,"Rd 20",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3rd St",Richmond,CA,37.958061,-122.367084,1,street_center,,"3rd St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"72 Sanford W Ave",Richmond,CA,37.951732,-122.370517,1,rooftop,72,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"691 Sanford Ave",Richmond,CA,37.952145,-122.362484,1,range_interpolation,691,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2802 Downer Ave",Richmond,CA,37.942808,-122.340413,1,rooftop,2802,"Downer Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4796 Cypress Ave",Richmond,CA,37.919719,-122.325353,1,range_interpolation,4796,"Cypress Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"597 9th St",Richmond,CA,37.940232,-122.361144,1,rooftop,597,"9th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"241 S 15th St",Richmond,CA,37.928825,-122.355072,1,range_interpolation,241,"S 15th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"471 Gertrude Ave",Richmond,CA,37.954199,-122.365599,1,range_interpolation,471,"Gertrude Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"677 6th St",Richmond,CA,37.941831,-122.363733,1,rooftop,677,"6th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"653 29th S St",Richmond,CA,37.940367,-122.340127,1,range_interpolation,653,"29th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1621 Maine Ave",Richmond,CA,37.928191,-122.35345,1,rooftop,1621,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"409 Maine Ave",Richmond,CA,37.928264,-122.365632,1,rooftop,409,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3524 Humphrey Ave",Richmond,CA,37.9483,-122.3331,1,rooftop,3524,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"304 26th S St",Richmond,CA,37.927758,-122.3445,0.9,rooftop,304,"S 26th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1401 Pine Ave",Richmond,CA,37.95521,-122.355715,0.9,rooftop,1401,"Pine Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1845 Rivers St",Richmond,CA,37.972799,-122.345642,0.9,rooftop,1845,"Rivers St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"120 4th St",Richmond,CA,37.932952,-122.36538,1,rooftop,120,"4th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"525 5th St",Richmond,CA,37.938952,-122.365042,1,rooftop,525,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2863 Martin Luther King Jr Ave",Richmond,CA,37.923824,-122.34313,0.84,nearest_rooftop_match,2797,"Martin Luther King Jr Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5124 Fallon Ave",Richmond,CA,37.917665,-122.321181,1,rooftop,5124,"Fallon Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"14 Barrett Ave",Richmond,CA,37.938187,-122.369077,1,rooftop,14,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"735 49th S St",Richmond,CA,37.922,-122.323611,0.95,rooftop,735,"S 49th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"478 A St",Richmond,CA,37.938095,-122.369272,1,range_interpolation,478,"A St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"620 22nd S St",Richmond,CA,37.940768,-122.348221,1,rooftop,620,"22nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"482 A St",Richmond,CA,37.93816,-122.369271,1,range_interpolation,482,"A St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"166 18th S St",Richmond,CA,37.933556,-122.35219,1,range_interpolation,166,"18th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"950 45th S St",Richmond,CA,37.918925,-122.328754,0.9,rooftop,950,"S 45th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"123 12th St",Richmond,CA,37.932907,-122.358348,1,rooftop,123,"12th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"943 46th S St",Richmond,CA,37.918917,-122.328394,0.9,rooftop,943,"S 46th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4227 Potrero Ave",Richmond,CA,37.921536,-122.329257,1,rooftop,4227,"Potrero Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"5296 Riverside Ave",Richmond,CA,37.952861,-122.328727,0.9,rooftop,5296,"Riverside Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4838 Cypress Ave",Richmond,CA,37.919689,-122.324487,1,range_interpolation,4838,"Cypress Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"231 45th S St",Richmond,CA,37.931993,-122.327966,1,range_interpolation,231,"45th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"126 21st S St",Richmond,CA,37.933634,-122.349352,1,range_interpolation,126,"21st St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"121 21st S St",Richmond,CA,37.933382,-122.349524,1,range_interpolation,121,"21st St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"436 Sanford Ave",Richmond,CA,37.951731,-122.365138,1,rooftop,436,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"221 Sanford Ave",Richmond,CA,37.952198,-122.368173,1,rooftop,221,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2401 Roosevelt Ave",Richmond,CA,37.939887,-122.345069,1,rooftop,2401,"Roosevelt Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1466 Carlson Blvd",Richmond,CA,37.91203,-122.318829,1,rooftop,1466,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"460 17th S St",Richmond,CA,37.925481,-122.352845,0.9,rooftop,460,"S 17th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1829 Virginia Ave",Richmond,CA,37.926825,-122.351457,1,rooftop,1829,"Virginia Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"237 S 15th St",Richmond,CA,37.928882,-122.355072,1,range_interpolation,237,"S 15th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"5305 Bayview Ave",Richmond,CA,37.915829,-122.319617,1,rooftop,5305,"Bayview Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3107 Henderson Dr",Richmond,CA,37.976211,-122.326081,0.86,rooftop,3107,"Henderson Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3036 Barkley Dr",Richmond,CA,37.972837,-122.331537,0.9,rooftop,3036,"Barkley Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1437 Mariposa St",Richmond,CA,37.912561,-122.319219,1,rooftop,1437,"Mariposa St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3021 Shane Dr",Richmond,CA,37.972567,-122.331342,0.9,rooftop,3021,"Shane Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"549 Richmond Pkwy",Richmond,CA,37.905191,-122.299774,0.86,rooftop,549,"Richmond St",,,"El Cerrito",CA,"Contra Costa County",94530,US,"Contra Costa County"
"2989 Downer Ave",Richmond,CA,37.94315,-122.338593,1,range_interpolation,2989,"Downer Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"829 41st S St",Richmond,CA,37.920967,-122.331518,0.9,rooftop,829,"S 41st St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1521 Potrero Ave",Richmond,CA,37.924217,-122.354273,1,rooftop,1521,"Potrero Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1910 Bissell Ave",Richmond,CA,37.933847,-122.351043,1,rooftop,1910,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1553 Cutting Blvd",Richmond,CA,37.925354,-122.354525,1,range_interpolation,1553,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"629 Portola Ave",Richmond,CA,37.938815,-122.353568,1,range_interpolation,629,"Portola Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"445 22nd St",Richmond,CA,37.937723,-122.348853,1,rooftop,445,"22nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"4785 Hartnett Ave",Richmond,CA,37.91729,-122.325784,1,range_interpolation,4785,"Hartnett Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2433 Merritt Ave",Richmond,CA,37.96611,-122.349876,0.9,rooftop,2433,"Merritt Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"605 32nd S St",Richmond,CA,37.938845,-122.337826,1,range_interpolation,605,"32nd St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"331 18th S St",Richmond,CA,37.927376,-122.35242,0.9,rooftop,331,"S 18th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1741 Ohio Ave",Richmond,CA,37.930986,-122.35234,1,rooftop,1741,"Ohio Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1123 Florida Ave",Richmond,CA,37.929559,-122.358337,1,rooftop,1123,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2536 Clare St",Richmond,CA,37.967479,-122.350909,0.9,rooftop,2536,"Clare St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2468 18th St",Richmond,CA,37.967498,-122.347575,0.9,rooftop,2468,"18th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2849 Rheem Ave",Richmond,CA,37.950104,-122.339843,1,rooftop,2849,"Rheem Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1551 Visalia Ave",Richmond,CA,37.946847,-122.355135,1,range_interpolation,1551,"Visalia Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"460 22nd St",Richmond,CA,37.938019,-122.348254,1,rooftop,460,"22nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"427 C St",Richmond,CA,37.937418,-122.371381,1,rooftop,427,"C St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1240 Sanford Ave",Richmond,CA,37.9519,-122.3581,0.9,rooftop,1240,"Sanford Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"600 2nd St",Richmond,CA,37.940561,-122.367308,1,rooftop,600,"2nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1535 17th St",Richmond,CA,37.955769,-122.353354,0.9,rooftop,1535,"17th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"729 49th S St",Richmond,CA,37.922108,-122.323611,0.95,rooftop,729,"S 49th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4807 Potrero Ave",Richmond,CA,37.921386,-122.324318,1,rooftop,4807,"Potrero Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"800 6th St",Richmond,CA,37.944719,-122.363497,1,rooftop,800,"6th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2600 Giant Rd 8",Richmond,CA,37.96889,-122.355348,0.86,rooftop,2600,"Giant Rd",Apt,8,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2903 18th St",Richmond,CA,37.972971,-122.346484,0.9,rooftop,2903,"18th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1192 29th St",Richmond,CA,37.951093,-122.338639,1,rooftop,1192,"29th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2440 Nevin Ave",Richmond,CA,37.936498,-122.345798,1,range_interpolation,2440,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2500 Macdonald Ave",Richmond,CA,37.93515,-122.345202,1,rooftop,2500,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3400 Roosevelt Ave",Richmond,CA,37.938205,-122.335894,1,rooftop,3400,"Roosevelt Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"159 Harbour Way",Richmond,CA,37.933545,-122.360304,1,rooftop,159,"Harbour Way",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"138 Ohio Ave",Richmond,CA,37.930695,-122.368563,1,range_interpolation,138,"Ohio Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"4119 Nevin Ave",Richmond,CA,37.934619,-122.329961,1,rooftop,4119,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"463 44th St",Richmond,CA,37.935274,-122.327961,1,rooftop,463,"44th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"363 1st St",Richmond,CA,37.936411,-122.368831,1,range_interpolation,363,"1st St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"Bissell Way",Richmond,CA,37.934891,-122.358552,1,street_center,,"Bissell Way",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2853 Robert Miller Dr",Richmond,CA,37.947523,-122.384032,0.5,place,,,,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2129 Bissell Ave",Richmond,CA,37.934355,-122.34895,1,rooftop,2129,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2747 21st St",Richmond,CA,37.96981,-122.344923,0.9,rooftop,2747,"21st St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2764 21st St",Richmond,CA,37.970062,-122.344327,0.9,rooftop,2764,"21st St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3023 Hull Dr",Richmond,CA,37.971048,-122.331323,0.86,rooftop,3023,"Hull Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1353 Carlson Blvd",Richmond,CA,37.91256,-122.321193,1,rooftop,1353,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4659 Berk Ave",Richmond,CA,37.922828,-122.325906,1,range_interpolation,4659,"Berk Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1884 22nd St",Richmond,CA,37.958544,-122.347786,0.9,rooftop,1884,"22nd St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2435 Humphrey Ave",Richmond,CA,37.948712,-122.344496,1,rooftop,2435,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"9 17th St",Richmond,CA,37.931735,-122.353581,1,rooftop,9,"17th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"444 20th St",Richmond,CA,37.93775,-122.350233,1,rooftop,444,"20th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2126 Gaynor Ave",Richmond,CA,37.944326,-122.34857,1,rooftop,2126,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2111 Gaynor Ave",Richmond,CA,37.944768,-122.348917,1,rooftop,2111,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"131 19th S St",Richmond,CA,37.932963,-122.351541,1,range_interpolation,131,"19th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2509 Mac Arthur Ave",Richmond,CA,37.967172,-122.351087,0.9,rooftop,2509,"Mac Arthur Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"801 6th St",Richmond,CA,37.944568,-122.363968,1,rooftop,801,"6th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2627 Wendell Ave",Richmond,CA,37.945829,-122.342536,1,rooftop,2627,"Wendell Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1941 Stone Ave",Richmond,CA,37.966894,-122.347326,0.9,rooftop,1941,"Stone Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"255 13th S St",Richmond,CA,37.928361,-122.357242,0.9,rooftop,255,"S 13th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"345 38th St",Richmond,CA,37.934651,-122.333299,1,rooftop,345,"38th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2349 Humphrey Ave",Richmond,CA,37.948708,-122.346256,1,rooftop,2349,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2517 Maricopa Ave",Richmond,CA,37.950802,-122.344017,1,rooftop,2517,"Maricopa Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2400 Humphrey Ave",Richmond,CA,37.948271,-122.345163,1,rooftop,2400,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2600 19th St",Richmond,CA,37.968117,-122.347215,0.9,rooftop,2600,"19th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2892 11th St",Richmond,CA,37.974027,-122.351996,0.9,rooftop,2892,"11th St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4628 Cutting Cir",Richmond,CA,37.925197,-122.325877,1,rooftop,4628,"Cutting Cir",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1510 Bissell Ave",Richmond,CA,37.933842,-122.354864,1,rooftop,1510,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2894 Hilltop Mall Rd",Richmond,CA,37.74577,-121.952079,0.59,nearest_rooftop_match,2884,"Milo Way",,,"San Ramon",CA,"Contra Costa County",94583,US,"Contra Costa County"
"2914 Groom Dr",Richmond,CA,37.998338,-122.312022,0.67,nearest_rooftop_match,2882,"Tara Hills Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"337 37th S St",Richmond,CA,37.934632,-122.334385,1,rooftop,337,"37th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1002 Coalport St",Richmond,CA,37.96863,-122.354256,0.9,rooftop,1002,"Coalport St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2888 Rheem Ave",Richmond,CA,37.949665,-122.338999,1,rooftop,2888,"Rheem Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"500 15th S St",Richmond,CA,37.924978,-122.354631,0.9,rooftop,500,"S 15th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"533 15th S St",Richmond,CA,37.92443,-122.355193,0.9,rooftop,533,"S 15th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"118 13th S St",Richmond,CA,37.93276,-122.356961,1,range_interpolation,118,"13th St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"2505 Foothill Ave",Richmond,CA,37.924688,-122.345491,1,rooftop,2505,"Foothill Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"173 Westgate Cir",Richmond,CA,37.967649,-122.355488,0.86,rooftop,173,"Westgate Cir",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"307 Carlson Blvd",Richmond,CA,37.928365,-122.342188,0.9,range_interpolation,307,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2812 Bissell Ave",Richmond,CA,37.93304,-122.342377,1,rooftop,2812,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"408 Maine Ave",Richmond,CA,37.927825,-122.365611,1,rooftop,408,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"453 Metro Walk Way",Richmond,CA,37.937249,-122.354409,1,rooftop,453,"Metro Walk Way",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"431 Maine Ave",Richmond,CA,37.928262,-122.365178,1,rooftop,431,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2910 Humphrey Ave",Richmond,CA,37.948292,-122.338479,1,rooftop,2910,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
