address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"3202 Nevin Ave",Richmond,CA,37.935348,-122.338126,1,rooftop,3202,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2001 Rumrill Blvd",Richmond,CA,37.962253,-122.356156,0.9,rooftop,2001,"Rumrill Blvd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1200 Brookside Dr",Richmond,CA,37.963998,-122.356232,0.9,rooftop,1200,"Brookside Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2226 Wilcox Ave",Richmond,CA,37.951549,-122.348323,0.9,rooftop,2226,"Wilcox Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1800 Garvin Ave",Richmond,CA,37.943606,-122.351913,1,rooftop,1800,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"720 18th St",Richmond,CA,37.942513,-122.351826,1,rooftop,720,"18th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3033 Florida Ave",Richmond,CA,37.929712,-122.340553,1,rooftop,3033,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"601 24th S St",Richmond,CA,37.939929,-122.345398,1,range_interpolation,601,"24th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"146 18th S St",Richmond,CA,37.933446,-122.352068,1,rooftop,146,"18th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"401 Harbour S Way",Richmond,CA,37.936978,-122.36,1,range_interpolation,401,"Harbour Way",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2426 Cutting Blvd",Richmond,CA,37.924918,-122.345999,1,rooftop,2426,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4534 Florida Ave",Richmond,CA,37.929251,-122.326381,1,rooftop,4534,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"FLORIDA Ave",Richmond,CA,37.929271,-122.348172,1,street_center,,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2007 Barrett Ave",Richmond,CA,37.93861,-122.350478,1,range_interpolation,2007,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"OHIO Ave",Richmond,CA,37.930618,-122.353599,1,street_center,,"Ohio Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"CENTRAL St",Richmond,CA,37.962898,-122.369729,1,street_center,,"Central St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1ST St",Richmond,CA,37.955989,-122.368593,1,street_center,,"1st St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"5124 Huntington Ave",Richmond,CA,37.904465,-122.315848,1,range_interpolation,5124,"Huntington Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2020 Wright Ave",Richmond,CA,37.921007,-122.350775,1,range_interpolation,2020,"Wright Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1939 Tyler St",Richmond,CA,37.960255,-122.352284,0.9,rooftop,1939,"Tyler St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"801 Chesley Ave",Richmond,CA,37.956997,-122.361175,1,rooftop,801,"Chesley Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"GERTRUDE Ave",Richmond,CA,37.954196,-122.369169,1,street_center,,"Gertrude Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1825 Pennsylvania Ave",Richmond,CA,37.942326,-122.351391,1,rooftop,1825,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2441 Gaynor Ave",Richmond,CA,37.944597,-122.344497,1,rooftop,2441,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1529 Giaramita St",Richmond,CA,37.955004,-122.363516,1,rooftop,1529,"Giaramita St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"13TH St",Richmond,CA,37.943919,-122.357671,1,street_center,,"13th St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1618 Miner Ave",Richmond,CA,37.977857,-122.346499,0.9,rooftop,1618,"Miner Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3143 Henderson Dr",Richmond,CA,37.976336,-122.324497,0.86,rooftop,3143,"Henderson Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2900 Humphrey Ave",Richmond,CA,37.948291,-122.338652,1,rooftop,2900,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2 17th St",Richmond,CA,37.931733,-122.353016,1,rooftop,2,"17th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"135 Grove St",Richmond,CA,37.93318,-122.343133,1,rooftop,135,"Grove St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4224 Center Ave",Richmond,CA,37.929729,-122.329301,1,rooftop,4224,"Center Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1900 Alfreda Blvd",Richmond,CA,37.952346,-122.351226,0.9,rooftop,1900,"Alfreda Blvd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1200 Chesley Ave",Richmond,CA,37.954488,-122.357564,1,rooftop,1200,"Chesley Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"23RD S St",Richmond,CA,37.944844,-122.347321,1,street_center,,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"111 Espee Ave",Richmond,CA,37.932712,-122.349404,1,rooftop,111,"Espee Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"WALL Ave",Richmond,CA,37.927998,-122.330499,1,street_center,,"Wall Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1415 California Ave",Richmond,CA,37.953628,-122.355428,0.9,rooftop,1415,"California Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3301 Florida Ave",Richmond,CA,37.929598,-122.338187,1,rooftop,3301,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"120 Chanslor Ave",Richmond,CA,37.932221,-122.36813,1,rooftop,120,"Chanslor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"104 2nd St",Richmond,CA,37.93277,-122.367435,1,rooftop,104,"2nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"612 8th St",Richmond,CA,37.940675,-122.361489,1,rooftop,612,"8th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"917 Pennsylvania Ave",Richmond,CA,37.942831,-122.360362,1,rooftop,917,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1001 Pennsylvania Ave",Richmond,CA,37.942309,-122.359698,1,rooftop,1001,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"720-727 12th St",Richmond,CA,37.943079,-122.358327,0.9,nearest_rooftop_match,720,"12th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1406 Coalinga Ave",Richmond,CA,37.947191,-122.35616,1,rooftop,1406,"Coalinga Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1535 Rheem Ave",Richmond,CA,37.949825,-122.354683,1,rooftop,1535,"Rheem Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"421 Grove Ave",Richmond,CA,37.956346,-122.364594,1,rooftop,421,"Grove Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"979 23rd St",Richmond,CA,37.946844,-122.347793,1,rooftop,979,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"12-16 Bissell Ave",Richmond,CA,37.933828,-122.368892,0.9,nearest_rooftop_match,12,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"518 11th S St",Richmond,CA,37.939174,-122.358877,1,range_interpolation,518,"11th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"8TH S St",Richmond,CA,37.940474,-122.361628,1,street_center,,"8th St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"167 8th S St",Richmond,CA,37.933543,-122.361993,1,range_interpolation,167,"8th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1766 Rheem Ave",Richmond,CA,37.949324,-122.352255,1,rooftop,1766,"Rheem Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"800 Carlson Blvd",Richmond,CA,37.921122,-122.332256,1,rooftop,800,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1301 46th S St",Richmond,CA,37.914931,-122.335381,0.9,rooftop,1301,"S 46th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"133 Bissell Ave",Richmond,CA,37.934299,-122.36782,1,rooftop,133,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"433 Barrett Ave",Richmond,CA,37.938667,-122.364952,1,rooftop,433,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1225 Chanslor Ave",Richmond,CA,37.932635,-122.35746,1,rooftop,1225,"Chanslor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"270 17th S St",Richmond,CA,37.934843,-122.353154,1,range_interpolation,270,"17th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"661 Wilson Ave",Richmond,CA,37.939529,-122.328226,1,rooftop,661,"Wilson Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"13255 San Pablo Ave",Richmond,CA,37.952484,-122.334531,0.9,rooftop,13255,"San Pablo Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4709 Cutting Blvd",Richmond,CA,37.925811,-122.325155,1,rooftop,4709,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"816 Pennsylvania Ave 2",Richmond,CA,37.942343,-122.36139,1,rooftop,816,"Pennsylvania Ave",Apt,2,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1505 Roosevelt Ave",Richmond,CA,37.940184,-122.355208,1,rooftop,1505,"Roosevelt Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"903 Pennsylvania Ave",Richmond,CA,37.942831,-122.360708,1,rooftop,903,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1822 California Ave",Richmond,CA,37.953188,-122.351303,0.9,rooftop,1822,"California Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"300 3rd S St",Richmond,CA,37.935547,-122.366669,1,range_interpolation,300,"3rd St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1801 Cutting Blvd",Richmond,CA,37.925475,-122.351937,1,rooftop,1801,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2205 Dunn Ave",Richmond,CA,37.949046,-122.348194,1,rooftop,2205,"Dunn Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"420 7th S St",Richmond,CA,37.926203,-122.362708,0.9,rooftop,420,"S 7th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2404 Cutting Blvd",Richmond,CA,37.924919,-122.346309,1,rooftop,2404,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"629 23rd S St",Richmond,CA,37.941057,-122.347844,1,rooftop,629,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2343 Welcome Ave",Richmond,CA,37.929096,-122.346753,1,rooftop,2343,"Welcome Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1250 23rd St",Richmond,CA,37.952067,-122.34502,1,rooftop,1250,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2914 Esmond Ave",Richmond,CA,37.945009,-122.338406,1,rooftop,2914,"Esmond Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2000 Vale Rd",Richmond,CA,37.953713,-122.336492,0.8,rooftop,2000,"Vale Rd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"300 San Pablo Town Center",Richmond,CA,37.955633,-122.333666,0.8,rooftop,300,"San Pablo Dam Rd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"25TH St",Richmond,CA,37.936029,-122.345485,1,street_center,,"25th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1801 Garvin Ave",Richmond,CA,37.944045,-122.351913,1,rooftop,1801,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"129 Espee Ave",Richmond,CA,37.933139,-122.349923,1,rooftop,129,"Espee Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"440 5th St",Richmond,CA,37.937603,-122.36444,1,rooftop,440,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1434 Pennsylvania Ave",Richmond,CA,37.941872,-122.355621,1,rooftop,1434,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"515 7th St",Richmond,CA,37.938692,-122.363652,1,rooftop,515,"7th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"417 15th S St",Richmond,CA,37.92628,-122.355202,0.9,rooftop,417,"S 15th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"13613 San Pablo Ave",Richmond,CA,37.955456,-122.338366,0.87,nearest_rooftop_match,13585,"San Pablo Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1834 Roosevelt Ave",Richmond,CA,37.939748,-122.351691,1,rooftop,1834,"Roosevelt Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1818 Roosevelt Ave",Richmond,CA,37.939748,-122.351973,1,rooftop,1818,"Roosevelt Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"632 17th St",Richmond,CA,37.941211,-122.353153,1,rooftop,632,"17th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"737 21st St",Richmond,CA,37.942986,-122.349455,1,rooftop,737,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1615 Gaynor Ave",Richmond,CA,37.944766,-122.354297,1,rooftop,1615,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"346 26th S St",Richmond,CA,37.927106,-122.344413,0.9,rooftop,346,"S 26th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1320 Hellings Ave",Richmond,CA,37.947905,-122.356616,1,rooftop,1320,"Hellings Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"606 Pennsylvania Ave",Richmond,CA,37.942343,-122.36325,1,rooftop,606,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1011 Mc Laughlin St",Richmond,CA,37.947807,-122.33017,1,rooftop,1011,"Mc Laughlin St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2003 Esmond Ave",Richmond,CA,37.945488,-122.349971,1,rooftop,2003,"Esmond Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2096 California Ave",Richmond,CA,37.953182,-122.349605,0.9,rooftop,2096,"California Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"12976 San Pablo Ave",Richmond,CA,37.949238,-122.331302,1,rooftop,12976,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1805 Roosevelt Ave",Richmond,CA,37.940185,-122.352287,1,rooftop,1805,"Roosevelt Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"617 Pennsylvania Ave",Richmond,CA,37.942831,-122.363002,1,rooftop,617,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"322 37th S St",Richmond,CA,37.934063,-122.334027,1,range_interpolation,322,"37th St",,,Richmond,CA,"Contra Costa County",94805,US,"TIGER/Line® dataset from the US Census Bureau"
"2501 Barrett Ave",Richmond,CA,37.938337,-122.344629,1,rooftop,2501,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"522 5th St",Richmond,CA,37.938875,-122.364346,1,rooftop,522,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"MARINA Bay Pkwy",Richmond,CA,37.922602,-122.34771,1,street_center,,"Marina Bay Pkwy",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1508 California Ave",Richmond,CA,37.953195,-122.354749,0.9,rooftop,1508,"California Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1605 Chanslor Ave",Richmond,CA,37.932707,-122.354082,1,rooftop,1605,"Chanslor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1800 Roosevelt Ave",Richmond,CA,37.939748,-122.352297,1,rooftop,1800,"Roosevelt Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"421 Barrett Ave",Richmond,CA,37.938667,-122.365235,1,rooftop,421,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"520 3rd St",Richmond,CA,37.938723,-122.36623,1,rooftop,520,"3rd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"457 A St",Richmond,CA,37.937896,-122.369742,1,rooftop,457,"A St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1821 Pennsylvania Ave",Richmond,CA,37.942326,-122.351599,1,rooftop,1821,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"398 Carlson Blvd",Richmond,CA,37.926657,-122.338929,1,rooftop,398,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"CARLSON Blvd",Richmond,CA,37.909704,-122.314559,1,street_center,,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2000 Wright Ave",Richmond,CA,37.920792,-122.350331,1,rooftop,2000,"Wright Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"200 45th S St",Richmond,CA,37.931409,-122.327912,1,range_interpolation,200,"45th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"STEGE Ave",Richmond,CA,37.92406,-122.335686,1,street_center,,"Stege Ave",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"146 1st S St",Richmond,CA,37.933214,-122.368522,1,range_interpolation,146,"1st St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1430 Cutting Blvd",Richmond,CA,37.924913,-122.355195,1,rooftop,1430,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3525 Bissell Ave",Richmond,CA,37.933492,-122.335524,1,rooftop,3525,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2501 Bissell Ave",Richmond,CA,37.934151,-122.345409,1,rooftop,2501,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2017 Dunn Ave",Richmond,CA,37.949049,-122.349712,1,rooftop,2017,"Dunn Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"666 11th St",Richmond,CA,37.941183,-122.358745,1,rooftop,666,"11th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"819 Pennsylvania Ave",Richmond,CA,37.942833,-122.361226,1,rooftop,819,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"100 23rd St",Richmond,CA,37.932441,-122.347242,1,rooftop,100,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"204 42nd S St",Richmond,CA,37.929325,-122.329707,0.9,rooftop,204,"S 42nd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1240 Victoria W Ct",Richmond,CA,37.951878,-122.353924,0.8,rooftop,1240,"E Victoria Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"260 9th S St",Richmond,CA,37.935058,-122.360758,1,range_interpolation,260,"9th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
